name,Market Value,age,height,position,foot,current club,11/12 games,11/12 goals/conceded,11/12 assists/clean,11/12 minutes,12/13 games,12/13 goals/conceded,12/13 assists/clean,12/13 minutes,13/14 games,13/14 goals/conceded,13/14 assists/clean,13/14 minutes,14/15 games,14/15 goals/conceded,14/15 assists/clean,14/15 minutes,15/16 games,15/16 goals/conceded,15/16 assists/clean,15/16 minutes,16/17 games,16/17 goals/conceded,16/17 assists/clean,16/17 minutes,17/18 games,17/18 goals/conceded,17/18 assists/clean,17/18 minutes,18/19 games,18/19 goals/conceded,18/19 assists/clean,18/19 minutes,19/20 games,19/20 goals/conceded,19/20 assists/clean,19/20 minutes,20/21 games,20/21 goals/conceded,20/21 assists/clean,20/21 minutes,current league
Myziane Maolida,£4.05m ,21.0,182.0,Forward - Centre-Forward,right,OGC Nice,,,,,,,,,,,,,,,,,,,,,6.0,2.0,1.0,521.0,22.0,3.0,0.0,658.0,15.0,1.0,4.0,1047.0,22.0,1.0,2.0,810.0,4.0,1.0,0.0,160.0,Ligue 1
Stéphane Ruffier,£4.50m ,34.0,188.0,Goalkeeper,right,AS Saint-Étienne,41.0,49.0,11.0,3720.0,46.0,39.0,21.0,4230.0,43.0,41.0,18.0,3900.0,53.0,44.0,24.0,4890.0,53.0,56.0,20.0,4860.0,41.0,46.0,15.0,3645.0,36.0,44.0,12.0,3233.0,40.0,47.0,14.0,3630.0,30.0,49.0,6.0,2700.0,,,,,Ligue 1
Anthony Maisonnial,£540Th. ,22.0,188.0,Goalkeeper,right,Paris FC,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,3.0,1.0,287.0,0.0,0.0,0.0,0.0,4.0,6.0,1.0,360.0,13.0,17.0,5.0,1200.0,0.0,0.0,0.0,0.0,Ligue 1
Jessy Moulin,£225Th. ,34.0,185.0,Goalkeeper,right,AS Saint-Étienne,3.0,4.0,1.0,273.0,1.0,0.0,1.0,120.0,1.0,1.0,0.0,120.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,180.0,11.0,8.0,5.0,895.0,6.0,7.0,2.0,513.0,1.0,1.0,0.0,90.0,11.0,15.0,2.0,990.0,7.0,10.0,3.0,630.0,Ligue 1
Alexis Guendouz,£90Th. ,24.0,189.0,Goalkeeper,right,USM Alger,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,35.0,7.0,2610.0,27.0,24.0,14.0,2490.0,,,,,Ligue 1
Neven Subotic,£4.50m ,31.0,193.0,Defender - Centre-Back,right,Denizlispor,34.0,0.0,1.0,3045.0,41.0,3.0,1.0,3682.0,16.0,0.0,0.0,1396.0,40.0,3.0,0.0,3411.0,11.0,0.0,1.0,809.0,14.0,1.0,0.0,1059.0,21.0,2.0,0.0,1800.0,28.0,1.0,0.0,2362.0,23.0,1.0,0.0,1971.0,2.0,1.0,0.0,180.0,Ligue 1
Kévin Théophile-Catherine,£3.60m ,30.0,183.0,Defender - Centre-Back,right,GNK Dinamo Zagreb,46.0,0.0,1.0,4063.0,33.0,1.0,2.0,2970.0,33.0,0.0,0.0,2805.0,43.0,0.0,0.0,3822.0,31.0,1.0,1.0,2772.0,42.0,0.0,2.0,3719.0,27.0,0.0,1.0,2374.0,32.0,1.0,0.0,2898.0,26.0,1.0,2.0,2307.0,8.0,0.0,0.0,599.0,Ligue 1
Loïc Perrin,£3.60m ,35.0,181.0,Defender - Centre-Back,right,Retired,12.0,0.0,1.0,870.0,41.0,2.0,0.0,3695.0,38.0,7.0,2.0,3370.0,42.0,1.0,0.0,3743.0,34.0,3.0,1.0,3003.0,40.0,4.0,2.0,3446.0,28.0,0.0,1.0,2465.0,32.0,2.0,1.0,2790.0,30.0,0.0,0.0,2464.0,,,,,Ligue 1
Léo Lacroix,£2.25m ,28.0,197.0,Defender - Centre-Back,right,Without Club,13.0,0.0,0.0,1006.0,20.0,1.0,0.0,1661.0,18.0,0.0,0.0,1544.0,32.0,1.0,1.0,2681.0,29.0,1.0,1.0,2451.0,31.0,0.0,0.0,2558.0,25.0,0.0,0.0,1894.0,18.0,1.0,1.0,1215.0,,,,,,,,,Ligue 1
Florentin Pogba,£1.35m ,30.0,189.0,Defender - Centre-Back,left,FC Sochaux-Montbéliard,35.0,4.0,2.0,3073.0,37.0,3.0,0.0,3284.0,5.0,0.0,0.0,172.0,24.0,1.0,0.0,1766.0,35.0,0.0,1.0,2996.0,29.0,1.0,1.0,2433.0,15.0,0.0,0.0,1140.0,26.0,0.0,1.0,1567.0,,,,,5.0,0.0,1.0,450.0,Ligue 1
Ben Karamoko,£158Th. ,25.0,187.0,Defender - Centre-Back,right,Aalesunds FK,,,,,0.0,0.0,0.0,0.0,,,,,3.0,0.0,0.0,167.0,1.0,0.0,0.0,27.0,12.0,0.0,0.0,1051.0,24.0,2.0,0.0,1993.0,,,,,7.0,0.0,1.0,415.0,,,,,Ligue 1
Rayan Souici, ,22.0,184.0,Defender - Centre-Back,,AS Saint-Étienne B,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,10.0,0.0,0.0,676.0,27.0,2.0,0.0,2124.0,8.0,0.0,0.0,457.0,,,,,Ligue 1
Wesley Fofana, ,19.0,190.0,Defender - Centre-Back,right,Leicester City,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,160.0,24.0,2.0,0.0,1968.0,5.0,0.0,0.0,404.0,Ligue 1
Gabriel Silva,£2.25m ,29.0,179.0,Defender - Left-Back,left,AS Saint-Étienne,3.0,0.0,0.0,117.0,19.0,1.0,3.0,1317.0,39.0,2.0,1.0,3241.0,12.0,0.0,0.0,741.0,31.0,0.0,2.0,2422.0,18.0,0.0,0.0,1297.0,27.0,1.0,1.0,2208.0,19.0,0.0,2.0,1433.0,9.0,1.0,0.0,486.0,,,,,Ligue 1
Cheikh M'Bengue,£1.80m ,32.0,183.0,Defender - Left-Back,left,Without Club,30.0,1.0,1.0,2604.0,30.0,0.0,1.0,2544.0,33.0,0.0,1.0,2648.0,34.0,0.0,2.0,2950.0,25.0,0.0,0.0,2031.0,17.0,0.0,1.0,1363.0,10.0,0.0,0.0,818.0,15.0,0.0,1.0,1235.0,,,,,,,,,Ligue 1
Pierre-Yves Polomat,£900Th. ,26.0,183.0,Defender - Left-Back,left,Genclerbirligi Ankara,0.0,0.0,0.0,0.0,3.0,0.0,0.0,360.0,4.0,0.0,0.0,201.0,17.0,0.0,2.0,1530.0,21.0,0.0,1.0,1278.0,19.0,0.0,2.0,1390.0,30.0,1.0,1.0,2649.0,21.0,0.0,2.0,1202.0,19.0,0.0,0.0,1480.0,2.0,0.0,0.0,173.0,Ligue 1
Alexandros Katranis,£675Th. ,22.0,174.0,Defender - Left-Back,left,Hatayspor,,,,,,,,,,,,,,,,,,,,,23.0,0.0,2.0,1963.0,0.0,0.0,0.0,0.0,21.0,0.0,1.0,1501.0,28.0,1.0,2.0,2429.0,0.0,0.0,0.0,0.0,Ligue 1
Mathieu Debuchy,£4.05m ,35.0,177.0,Defender - Right-Back,right,AS Saint-Étienne,43.0,5.0,1.0,3857.0,34.0,0.0,1.0,2965.0,32.0,1.0,4.0,2795.0,15.0,1.0,0.0,1260.0,16.0,0.0,0.0,1295.0,4.0,2.0,0.0,266.0,23.0,5.0,1.0,2012.0,24.0,4.0,3.0,1947.0,32.0,2.0,3.0,2693.0,3.0,0.0,0.0,189.0,Ligue 1
Ronaël Pierre-Gabriel,£3.60m ,22.0,177.0,Defender - Right-Back,right,Stade Brest 29,,,,,,,,,,,,,,,,,8.0,0.0,0.0,600.0,14.0,0.0,0.0,963.0,17.0,0.0,0.0,1260.0,5.0,0.0,0.0,416.0,8.0,0.0,1.0,578.0,5.0,0.0,0.0,381.0,Ligue 1
Saidy Janko,£2.70m ,24.0,181.0,Defender - Right-Back,right,Real Valladolid CF,,,,,22.0,1.0,0.0,1975.0,23.0,1.0,3.0,1802.0,22.0,1.0,4.0,1538.0,12.0,0.0,3.0,748.0,21.0,1.0,1.0,1163.0,22.0,0.0,0.0,1499.0,17.0,0.0,1.0,1365.0,46.0,1.0,6.0,3414.0,0.0,0.0,0.0,0.0,Ligue 1
Yann M'Vila,£7.20m ,30.0,182.0,Midfielder - Defensive Midfield,right,Olympiacos Piraeus,50.0,1.0,3.0,4371.0,25.0,0.0,2.0,1744.0,32.0,0.0,4.0,2693.0,14.0,0.0,0.0,747.0,41.0,1.0,6.0,3470.0,23.0,1.0,1.0,1850.0,37.0,2.0,1.0,3272.0,40.0,0.0,1.0,3528.0,33.0,0.0,2.0,2824.0,7.0,0.0,1.0,366.0,Ligue 1
Assane Dioussé,£4.50m ,23.0,175.0,Midfielder - Defensive Midfield,left,MKE Ankaragücü,,,,,,,,,31.0,3.0,0.0,2225.0,28.0,0.0,0.0,2418.0,17.0,0.0,1.0,990.0,35.0,0.0,0.0,2455.0,26.0,1.0,0.0,1360.0,24.0,0.0,0.0,1207.0,11.0,0.0,0.0,455.0,3.0,0.0,0.0,172.0,Ligue 1
Hernani,£3.60m ,26.0,188.0,Midfielder - Defensive Midfield,both,Parma Calcio 1913,,,,,9.0,0.0,1.0,446.0,15.0,1.0,0.0,828.0,34.0,3.0,1.0,2505.0,30.0,5.0,1.0,2453.0,9.0,0.0,0.0,483.0,19.0,4.0,0.0,914.0,26.0,1.0,2.0,1452.0,34.0,1.0,4.0,2579.0,4.0,2.0,0.0,323.0,Ligue 1
Ole Selnaes,£2.70m ,26.0,187.0,Midfielder - Defensive Midfield,left,Shenzhen FC,26.0,1.0,2.0,1560.0,34.0,2.0,3.0,1851.0,26.0,1.0,6.0,2162.0,34.0,2.0,5.0,2688.0,19.0,0.0,0.0,1506.0,37.0,0.0,0.0,3016.0,29.0,0.0,2.0,2389.0,48.0,4.0,8.0,4101.0,15.0,0.0,3.0,1265.0,,,,,Ligue 1
Vincent Pajot,£2.25m ,30.0,180.0,Midfielder - Defensive Midfield,right,FC Metz,28.0,1.0,0.0,1989.0,33.0,0.0,3.0,2448.0,16.0,1.0,0.0,1158.0,26.0,0.0,1.0,1796.0,36.0,1.0,1.0,2327.0,33.0,3.0,0.0,1967.0,21.0,2.0,2.0,1410.0,13.0,0.0,0.0,721.0,15.0,0.0,4.0,786.0,6.0,0.0,0.0,527.0,Ligue 1
Habib Maïga,£1.08m ,24.0,181.0,Midfielder - Defensive Midfield,right,FC Metz,,,,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,297.0,15.0,2.0,0.0,867.0,20.0,2.0,1.0,1467.0,27.0,1.0,2.0,2300.0,6.0,0.0,1.0,540.0,Ligue 1
Bryan Dabo,£4.05m ,28.0,187.0,Midfielder - Central Midfield,right,Benevento Calcio,0.0,0.0,0.0,0.0,19.0,0.0,0.0,1128.0,4.0,2.0,0.0,231.0,22.0,2.0,3.0,1911.0,39.0,5.0,1.0,3124.0,22.0,0.0,1.0,1099.0,27.0,3.0,1.0,1965.0,26.0,1.0,2.0,918.0,17.0,1.0,4.0,1209.0,4.0,0.0,0.0,232.0,Ligue 1
Kenny Rocha Santos,£135Th. ,20.0,174.0,Midfielder - Central Midfield,right,AS Nancy-Lorraine,,,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,41.0,30.0,0.0,0.0,1846.0,6.0,0.0,2.0,295.0,Ligue 1
Mahdi Camara, ,22.0,178.0,Midfielder - Central Midfield,right,AS Saint-Étienne,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,30.0,15.0,3.0,0.0,1213.0,21.0,2.0,0.0,1553.0,7.0,1.0,0.0,630.0,Ligue 1
Rémy Cabella,£8.10m ,30.0,171.0,Midfielder - Attacking Midfield,right,FK Krasnodar,34.0,6.0,2.0,1758.0,41.0,8.0,8.0,3133.0,41.0,14.0,8.0,3535.0,34.0,1.0,2.0,2173.0,45.0,6.0,3.0,3194.0,32.0,6.0,5.0,1853.0,31.0,8.0,7.0,2415.0,37.0,10.0,5.0,3239.0,12.0,2.0,1.0,556.0,10.0,6.0,2.0,714.0,Ligue 1
Dylan Chambost, ,23.0,177.0,Midfielder - Attacking Midfield,left,ES Troyes AC,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,37.0,1.0,0.0,0.0,17.0,17.0,1.0,2.0,867.0,6.0,0.0,0.0,474.0,Ligue 1
Samy Baghdadi, ,23.0,,Forward,,Racing Club de Grasse,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,4.0,3.0,0.0,180.0,Ligue 1
Jonathan Bamba,£7.20m ,24.0,175.0,Forward - Left Winger,right,LOSC Lille,,,,,,,,,,,,,4.0,0.0,0.0,62.0,25.0,1.0,3.0,1762.0,30.0,6.0,2.0,1772.0,37.0,8.0,10.0,2798.0,41.0,14.0,4.0,3280.0,37.0,1.0,9.0,2671.0,7.0,3.0,4.0,630.0,Ligue 1
Paul-Georges Ntep,£3.60m ,28.0,180.0,Forward - Left Winger,right,EA Guingamp,0.0,0.0,0.0,0.0,38.0,9.0,4.0,2531.0,35.0,16.0,4.0,2610.0,38.0,9.0,7.0,2869.0,15.0,2.0,3.0,986.0,27.0,2.0,7.0,1739.0,20.0,1.0,1.0,751.0,,,,,9.0,0.0,0.0,430.0,3.0,0.0,0.0,61.0,Ligue 1
Kévin Monnet-Paquet,£1.80m ,32.0,184.0,Forward - Left Winger,right,AS Saint-Étienne,40.0,7.0,2.0,3392.0,41.0,6.0,7.0,3175.0,38.0,4.0,4.0,2969.0,43.0,5.0,1.0,2538.0,43.0,5.0,2.0,3020.0,48.0,5.0,4.0,3355.0,31.0,2.0,2.0,1835.0,26.0,2.0,1.0,1695.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,106.0,Ligue 1
Romain Hamouma,£2.25m ,33.0,179.0,Forward - Right Winger,right,AS Saint-Étienne,35.0,4.0,6.0,2953.0,38.0,7.0,5.0,2287.0,39.0,11.0,4.0,2942.0,38.0,5.0,13.0,2896.0,33.0,8.0,3.0,2078.0,40.0,8.0,10.0,2750.0,32.0,5.0,3.0,2049.0,29.0,4.0,4.0,1677.0,20.0,6.0,4.0,1307.0,7.0,3.0,1.0,433.0,Ligue 1
Oussama Tannane,£1.35m ,26.0,178.0,Forward - Right Winger,left,Vitesse Arnhem,3.0,0.0,0.0,270.0,26.0,5.0,1.0,1432.0,33.0,7.0,3.0,1771.0,25.0,13.0,5.0,2110.0,27.0,12.0,5.0,1969.0,28.0,2.0,1.0,1795.0,17.0,0.0,3.0,813.0,17.0,1.0,4.0,1299.0,20.0,6.0,5.0,1526.0,5.0,2.0,0.0,405.0,Ligue 1
Vagner,£135Th. ,24.0,168.0,Forward - Right Winger,right,FC Metz,,,,,,,,,,,,,2.0,0.0,0.0,79.0,31.0,2.0,5.0,1566.0,,,,,5.0,0.0,0.0,148.0,19.0,6.0,2.0,1597.0,18.0,8.0,3.0,1460.0,,,,,Ligue 1
Loïs Diony,£4.05m ,27.0,183.0,Forward - Centre-Forward,right,SCO Angers,,,,,1.0,0.0,0.0,2.0,10.0,3.0,1.0,531.0,36.0,5.0,5.0,1861.0,32.0,14.0,4.0,2354.0,38.0,12.0,9.0,2935.0,24.0,0.0,1.0,1210.0,32.0,7.0,2.0,1755.0,16.0,2.0,1.0,958.0,5.0,0.0,1.0,146.0,Ligue 1
Robert Beric,£4.05m ,29.0,188.0,Forward - Centre-Forward,right,Chicago Fire FC,43.0,8.0,6.0,2409.0,50.0,20.0,3.0,3814.0,42.0,12.0,11.0,3350.0,39.0,27.0,7.0,3173.0,23.0,11.0,7.0,1618.0,32.0,9.0,0.0,2062.0,22.0,8.0,2.0,1247.0,25.0,11.0,1.0,1381.0,36.0,9.0,1.0,2259.0,,,,,Ligue 1
Alexander Söderlund,£1.35m ,33.0,187.0,Forward - Centre-Forward,right,BK Häcken,32.0,12.0,11.0,2807.0,26.0,7.0,4.0,2034.0,28.0,15.0,3.0,1853.0,36.0,26.0,5.0,2878.0,29.0,8.0,6.0,2098.0,23.0,4.0,2.0,1068.0,48.0,12.0,6.0,2629.0,40.0,9.0,7.0,2886.0,31.0,12.0,3.0,2449.0,,,,,Ligue 1
Benoît Costil,£5.85m ,33.0,188.0,Goalkeeper,right,FC Girondins Bordeaux,51.0,57.0,15.0,4620.0,42.0,62.0,9.0,3715.0,44.0,50.0,15.0,3990.0,44.0,51.0,16.0,3990.0,33.0,50.0,5.0,3000.0,41.0,48.0,13.0,3690.0,39.0,49.0,10.0,3540.0,51.0,55.0,14.0,4590.0,29.0,36.0,6.0,2610.0,7.0,5.0,5.0,630.0,Ligue 1
Jérôme Prior,£2.25m ,25.0,187.0,Goalkeeper,both,Valenciennes FC,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,26.0,7.0,1734.0,19.0,29.0,6.0,1710.0,3.0,5.0,0.0,270.0,,,,,30.0,20.0,14.0,2672.0,7.0,4.0,4.0,630.0,Ligue 1
Gaëtan Poussin,£135Th. ,21.0,186.0,Goalkeeper,right,FC Girondins Bordeaux,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.0,0.0,180.0,3.0,0.0,3.0,270.0,3.0,3.0,2.0,300.0,0.0,0.0,0.0,0.0,Ligue 1
Over Mandanda,£90Th. ,21.0,179.0,Goalkeeper,right,FC Girondins Bordeaux,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,3.0,8.0,1.0,300.0,,,,,Ligue 1
Jules Koundé,£6.30m ,21.0,184.0,Defender - Centre-Back,right,Sevilla FC,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,20.0,2.0,0.0,1798.0,51.0,2.0,1.0,4580.0,40.0,2.0,1.0,3252.0,3.0,0.0,0.0,300.0,Ligue 1
Vukasin Jovanovic,£2.70m ,24.0,188.0,Defender - Centre-Back,right,FC Girondins Bordeaux,,,,,,,,,0.0,0.0,0.0,0.0,13.0,0.0,0.0,977.0,34.0,3.0,4.0,2801.0,22.0,0.0,0.0,1900.0,16.0,0.0,0.0,1440.0,19.0,0.0,0.0,1647.0,11.0,0.0,1.0,779.0,0.0,0.0,0.0,0.0,Ligue 1
Pablo,£2.70m ,29.0,188.0,Defender - Centre-Back,right,FC Girondins Bordeaux,0.0,0.0,0.0,0.0,3.0,1.0,0.0,191.0,32.0,3.0,3.0,2880.0,19.0,1.0,0.0,1710.0,18.0,1.0,0.0,1455.0,28.0,0.0,0.0,2381.0,15.0,0.0,3.0,1292.0,39.0,1.0,2.0,3203.0,28.0,4.0,0.0,2445.0,4.0,0.0,0.0,300.0,Ligue 1
Paul Baysse,£2.25m ,32.0,185.0,Defender - Centre-Back,right,FC Girondins Bordeaux,36.0,1.0,0.0,3166.0,19.0,2.0,0.0,1710.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,1058.0,33.0,0.0,0.0,2914.0,25.0,2.0,1.0,2126.0,24.0,1.0,0.0,1896.0,26.0,0.0,0.0,2273.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,422.0,Ligue 1
Igor Lewczuk,£900Th. ,35.0,189.0,Defender - Centre-Back,right,Legia Warszawa,22.0,1.0,0.0,1764.0,24.0,0.0,1.0,1905.0,44.0,1.0,6.0,3847.0,28.0,1.0,0.0,2291.0,44.0,2.0,3.0,3889.0,46.0,2.0,1.0,4034.0,9.0,0.0,0.0,615.0,13.0,0.0,0.0,998.0,34.0,2.0,0.0,2782.0,5.0,0.0,0.0,371.0,Ligue 1
Olivier Verdon,£135Th. ,25.0,190.0,Defender - Centre-Back,right,PFK Ludogorets Razgrad,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,10.0,30.0,2.0,0.0,2639.0,24.0,0.0,0.0,2106.0,2.0,0.0,0.0,180.0,Ligue 1
Maxime Poundjé,£4.05m ,28.0,179.0,Defender - Left-Back,left,FC Girondins Bordeaux,14.0,0.0,0.0,1119.0,10.0,0.0,0.0,835.0,22.0,0.0,0.0,1423.0,13.0,1.0,1.0,972.0,22.0,0.0,1.0,1996.0,10.0,0.0,0.0,810.0,21.0,0.0,2.0,1909.0,43.0,1.0,2.0,3625.0,3.0,0.0,0.0,107.0,4.0,0.0,0.0,100.0,Ligue 1
Théo Pellenard,£1.80m ,26.0,182.0,Defender - Left-Back,left,Without Club,,,,,,,,,4.0,0.0,0.0,285.0,,,,,20.0,1.0,0.0,1337.0,9.0,0.0,0.0,682.0,21.0,0.0,1.0,1637.0,6.0,0.0,0.0,495.0,11.0,0.0,0.0,656.0,,,,,Ligue 1
Diego Contento,£1.35m ,30.0,177.0,Defender - Left-Back,left,SV Sandhausen,15.0,0.0,1.0,871.0,8.0,0.0,0.0,647.0,13.0,0.0,1.0,869.0,28.0,1.0,2.0,2257.0,34.0,2.0,0.0,2848.0,27.0,0.0,1.0,2283.0,5.0,0.0,1.0,237.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,90.0,5.0,0.0,1.0,399.0,Ligue 1
Youssouf Sabaly,£6.30m ,27.0,174.0,Defender - Right-Back,right,FC Girondins Bordeaux,,,,,,,,,39.0,0.0,2.0,3344.0,32.0,0.0,1.0,2835.0,30.0,2.0,1.0,2771.0,33.0,0.0,5.0,2739.0,39.0,0.0,6.0,3406.0,31.0,0.0,3.0,2630.0,14.0,0.0,1.0,1067.0,7.0,0.0,0.0,621.0,Ligue 1
Milan Gajic,£1.58m ,24.0,178.0,Defender - Right-Back,both,Red Star Belgrade,,,,,,,,,27.0,3.0,1.0,1969.0,25.0,2.0,0.0,2062.0,12.0,1.0,0.0,768.0,21.0,0.0,0.0,1764.0,5.0,0.0,1.0,450.0,14.0,1.0,4.0,1149.0,16.0,1.0,4.0,1237.0,14.0,0.0,2.0,838.0,Ligue 1
Thomas Carrique, ,21.0,,Defender - Right-Back,right,CD Calahorra,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,194.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,Ligue 1
Otávio,£5.85m ,26.0,176.0,Midfielder - Defensive Midfield,right,FC Girondins Bordeaux,,,,,,,,,17.0,0.0,0.0,1041.0,38.0,0.0,2.0,3367.0,35.0,1.0,0.0,3130.0,24.0,1.0,1.0,2084.0,21.0,0.0,0.0,1492.0,43.0,0.0,2.0,3532.0,28.0,2.0,3.0,2322.0,6.0,0.0,0.0,540.0,Ligue 1
Jérémy Toulalan,- ,37.0,183.0,Midfielder - Defensive Midfield,right,Retired,29.0,3.0,0.0,2499.0,29.0,0.0,0.0,2285.0,35.0,1.0,2.0,3047.0,42.0,0.0,1.0,3722.0,36.0,0.0,2.0,3099.0,36.0,0.0,0.0,3084.0,25.0,0.0,0.0,2280.0,,,,,,,,,,,,,Ligue 1
Aurélien Tchouaméni, ,20.0,185.0,Midfielder - Defensive Midfield,right,AS Monaco,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,33.0,19.0,1.0,0.0,1353.0,21.0,0.0,1.0,1410.0,6.0,0.0,1.0,459.0,Ligue 1
Soualiho Meïté,£7.20m ,26.0,187.0,Midfielder - Central Midfield,right,Torino FC,2.0,0.0,0.0,56.0,22.0,2.0,0.0,1441.0,23.0,0.0,0.0,858.0,14.0,0.0,0.0,502.0,16.0,0.0,0.0,1047.0,46.0,2.0,2.0,4010.0,22.0,1.0,2.0,1598.0,38.0,2.0,3.0,2874.0,40.0,0.0,3.0,2740.0,3.0,0.0,0.0,238.0,Ligue 1
Lukas Lerager,£5.40m ,27.0,188.0,Midfielder - Central Midfield,right,Genoa CFC,18.0,2.0,0.0,1386.0,26.0,1.0,1.0,2178.0,19.0,0.0,2.0,1566.0,18.0,1.0,0.0,1120.0,33.0,1.0,1.0,2779.0,44.0,6.0,3.0,3786.0,40.0,3.0,2.0,3558.0,42.0,1.0,2.0,3207.0,22.0,1.0,1.0,1475.0,2.0,0.0,0.0,156.0,Ligue 1
Younousse Sankharé,£4.50m ,31.0,184.0,Midfielder - Central Midfield,left,CSKA Sofia,38.0,5.0,0.0,3140.0,20.0,0.0,2.0,1552.0,40.0,3.0,4.0,3372.0,41.0,0.0,5.0,3325.0,36.0,6.0,2.0,3251.0,41.0,7.0,4.0,3259.0,33.0,10.0,1.0,2234.0,33.0,4.0,5.0,2353.0,,,,,11.0,2.0,2.0,709.0,Ligue 1
Valentín Vada,£3.60m ,24.0,175.0,Midfielder - Central Midfield,right,CD Tenerife,,,,,,,,,,,,,,,,,22.0,0.0,4.0,1408.0,34.0,6.0,3.0,2393.0,23.0,2.0,1.0,934.0,19.0,1.0,1.0,556.0,34.0,2.0,3.0,2151.0,2.0,0.0,0.0,120.0,Ligue 1
Mauro Arambarri,£2.70m ,25.0,175.0,Midfielder - Central Midfield,right,Getafe CF,,,,,,,,,12.0,0.0,1.0,825.0,27.0,1.0,1.0,2145.0,18.0,0.0,0.0,1253.0,6.0,0.0,1.0,170.0,30.0,1.0,2.0,2374.0,36.0,1.0,3.0,2900.0,42.0,1.0,1.0,3566.0,5.0,0.0,0.0,446.0,Ligue 1
Jaroslav Plasil,£675Th. ,38.0,182.0,Midfielder - Central Midfield,right,Retired,40.0,3.0,6.0,3601.0,49.0,2.0,3.0,3809.0,33.0,1.0,1.0,2500.0,38.0,0.0,3.0,3209.0,37.0,4.0,3.0,2818.0,45.0,2.0,5.0,2933.0,26.0,0.0,1.0,1217.0,35.0,0.0,3.0,2400.0,,,,,,,,,Ligue 1
Zaydou Youssouf,£135Th. ,21.0,182.0,Midfielder - Central Midfield,left,AS Saint-Étienne,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,69.0,9.0,0.0,0.0,312.0,19.0,1.0,0.0,918.0,23.0,0.0,0.0,1629.0,6.0,0.0,0.0,230.0,Ligue 1
Matheus Pereira,£360Th. ,22.0,181.0,Midfielder - Attacking Midfield,left,FC Barcelona B,,,,,,,,,,,,,1.0,0.0,0.0,2.0,,,,,20.0,0.0,6.0,1400.0,2.0,0.0,0.0,73.0,27.0,5.0,5.0,1668.0,13.0,0.0,0.0,678.0,1.0,0.0,0.0,11.0,Ligue 1
François Kamano,£6.30m ,24.0,182.0,Forward - Left Winger,right,Lokomotiv Moscow,,,,,,,,,,,,,26.0,4.0,3.0,1623.0,24.0,4.0,0.0,1493.0,37.0,8.0,4.0,2164.0,39.0,8.0,6.0,2334.0,51.0,13.0,4.0,3388.0,12.0,1.0,0.0,659.0,7.0,0.0,0.0,309.0,Ligue 1
Thomas Touré,£1.35m ,26.0,175.0,Forward - Left Winger,right,SCO Angers,,,,,,,,,2.0,0.0,0.0,22.0,27.0,3.0,5.0,1845.0,30.0,3.0,4.0,1372.0,6.0,0.0,1.0,369.0,11.0,0.0,1.0,202.0,10.0,2.0,0.0,244.0,23.0,2.0,1.0,1231.0,4.0,0.0,0.0,336.0,Ligue 1
Malcom,£40.50m ,23.0,171.0,Forward - Right Winger,left,Zenit St. Petersburg,,,,,,,,,20.0,2.0,1.0,1206.0,34.0,5.0,4.0,2498.0,13.0,2.0,1.0,571.0,45.0,9.0,7.0,3275.0,38.0,12.0,8.0,3124.0,24.0,4.0,2.0,1067.0,15.0,4.0,3.0,1125.0,11.0,1.0,1.0,891.0,Ligue 1
Jonathan Cafú,£3.60m ,29.0,175.0,Forward - Right Winger,right,Al-Hazm,,,,,,,,,32.0,6.0,6.0,2634.0,3.0,1.0,0.0,73.0,27.0,9.0,3.0,2074.0,45.0,14.0,11.0,3796.0,25.0,2.0,2.0,1037.0,9.0,2.0,0.0,495.0,17.0,2.0,1.0,1340.0,,,,,Ligue 1
